81,,MD03933,PT04260,RADICAL GRACE TOP,BLACK / ECRU,5202,N/A,N/A,N/A,APROBADO,BURGOS,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,85 CM,BACK ZIPPER,SI,N/A,N/A,TE00012331,,"PRINTED SILK CHARMEUSE, art.PV1000/19mm - PREVIEW, FW 26 INSECT LACE BLACK ECRU 80CM",1.37,CHARMEUSE,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"2.33MT
MOD DE ARTE",,X,#N/A,,,,,,,,,,,,,,,,,,PROGRAMACION,,OKEY,,EL TOP QUEDA MAS CORTO CON DRAPEADO,,,"CAMBIO EL DRAPEADO DEL TOP

EN EL POSTERIOR DEL TOP QUEDA MAS LARGO",,,,,,,,,,,,,,MEJORAR EL PRENSE,,,,,,,,,,,,,OK,13735,OK,,,,,,,,,,,,,,,,,,12,22,28,20,14,10,5,,,,,,111,,Referencia continua a producción,111,X,12,22,28,20,14,10,5,,,,,,111
82,,MD03934,PT04261,REINVENTION OASIS ANKLE DRESS,GREEN / ROSE,5817,,PT03334,OASIS ANKLE DRESS FW25,APROBADO,MARIA DEL MAR,,,,DRESSES,ANKLE,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,SLIP ON,ONLY THE TOP,N/A,N/A,TE00012286,,"PRTD SHINY JERSEY,art.091528/2JD VALTROMP DBL VISION-FASAC,FW26 GIANT MAGNOLIA GREEN/ECRU 75CM",1.30,SHINY JERSEY,TEN0003651,,LYCRA BAHIA 33474 COL190419 VERDE MILITAR,"1,5",SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CORRECCION DE COLOR,,,,,,,,,"4,66 MT
MOD DE ARTE",,,X,"4,99 MT
MOD DE ARTE",,X,#N/A,,,X,,,,,,,,,,,,,,,PROGRAMACION,,,"AGREGAR HOMBRERAS, CAMBIAR UBICACION  MANGA IZQUIERDA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13789,OK,,,,,,,,,,,,,,,,,,19,40,56,40,35,18,6,,,,,,214,,Referencia continua a producción,214,X,19,40,56,40,35,18,6,,,,,,214
83,,MD03935,PT04263,BLACK/ECRU HEAVEN OF REVERIE TOP,BLACK / ECRU,5202,,PT04176,BROWN/ECRU HAVEN OF REVERIE TOP  PF26,APROBADO,CLAUDIA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK BUTTONS,NO,N/A,N/A,TE00012282,,"PRTD SHINY JERSEY, art.091528/2JD VALTROMP DBL VISION-FASAC, FW26 BEETTLE WINDOWS BLACK/ECRU 45CM",1.30,SHINY JERSEY,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"2,69 MT
MOD DE ARTE",,,X,"2,18 mt
mod de arte",,X,#N/A,,,X,,,,,,,,,,,,,,,PROGRAMACION,,QUE LA CENEFA QUEDE DESCADERADA,,,,,,REMEDIR ,,,,,,,,,,,"el top queda con nudo, revisar la abertura posterior se esta abriendo.",QUITAR LA CENEFA DEL TOP,,,,,,,,,,,,,,OK,13736,OK,,,,,,,,,,,,,,,,,,9,16,23,20,15,7,3,,,,,,93,,Referencia continua a producción,93,X,9,16,23,20,15,7,3,,,,,,93
84,,MD03936,PT04264,BLACK/ECRU WILD FRONTIERS ANKLE SKIRT,BLACK / ECRU,5202,,PT04177,BROWN/ECRU WILD FRONTIERS ANKLE SKIRT PF26,APROBADO,CLAUDIA,,,,SKIRTS,ANKLE,SK, 0-2-4-6-8-10-12 ,ANKLE 95CM,SLIP ON,NO,N/A,N/A,TE00012282,,"PRTD SHINY JERSEY, art.091528/2JD VALTROMP DBL VISION-FASAC, FW26 BEETTLE WINDOWS BLACK/ECRU 45CM",1.30,SHINY JERSEY,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"2,43 MT
MOD DE ARTE",,,X,"2.41MT
MOD DE ARTE",,X,#N/A,,,x,,,,,,,,,,,,,,,PROGRAMACION,,CONSERVAR LA CENEFA DE ABAJO,,,,,,REMEDIR ,,,,,,,,,,,La falda revisar la confeccion del velvet porque no esta estirando,,,,,,,,,,,,,,,OK,13749,ok,,,,,,,,,,,,,,,,,,9,16,22,18,13,8,4,,,,,,90,,Referencia continua a producción,90,X,9,16,22,18,13,8,4,,,,,,90
85,,MD03937,PT04265,SILK TWILL PARAJES LEJANOS MIDI DRESS,ECRU / BLACK,5201,,PT04063,WINE PARAJES LEJANOS ANKLE DRESS PF26,APROBADO,YAMILET,,,,DRESSES,MIDI,DS, 0-2-4-6-8-10-12 ,MIDI 92CM,BACK ZIPPER AND BUTTOM,SI,N/A,N/A,TE00012292,,"PRTD SILK 17mm, art.090517/2JDPA QUETZAL DBL Vision-FASAC,FW26 FANTASY MAGNOLIA BLACK ECRU 50CM",1.36,SILK CDC,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",N/A,N/A,SI,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"3,88 MT
MOD DE ARTE",,,X,"3,38 MT",,x,TERMINADO CANCELADO,,,X,,,,,,,,,,,,,,,PROGRAMACION,,"QUITAR EL BOLERO, QUE SEA CON BOTONES EN LA PARTE DE ATRAS, VELVET EN LA CM DE 2 CM, SESGO EN CDC EN ESCOTE, MANGAS Y CAPA",,,,,,Costar con el vestido el borado de hombros y en cintura pongamos el velvet negro de 2 cm,,,,"QUITARLE EL SESGO DEL ESCOTE, QUE QUEDE EMBONADO NORMAL, QUITARLE CINTA VELVET DE CINTURA, QUE TENGA UNA PRETINA DRAPEADA SUPER SUTIL Y ORGANICO",,,,,,,,,,,,,,,,,,,,,,OK,13750,ok,,,,,,,,,,,,,,,,,,7,11,20,18,14,7,4,,,,,,81,,Referencia continua a producción,81,X,7,11,20,18,14,7,4,,,,,,81
86,,MD03938,PT04266,RADIANT EDEN DRESS,,,N/A,N/A,N/A,JUST FOR SHOW,BURGOS,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00012266,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 FANTASY FOUR MARSALA RED 36CM",1.35,SILK CDC,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",,,,,,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,CANCELADO ,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,"Dar más capacidad drapeado cuello, debe ser un drapeado orgánico.

Lleva hombreras

 ideal es que tena el corte descaderadito y enrresortadito más estilo namibia",,,"SE CONSERVA EL TOP 

CAMBIAN LAS MANGAS Y LA UBICACION DE LA FALDA 


REALIZAR MUESTRA PARA PUÑOS ENRESORTADO",,,,,,,,,,,,,,,CANCELADO PARA SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
87,,MD03939,PT04267,VICTORY STRIDE TOP,BLACK,0002,N/A,N/A,N/A,APROBADO,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK BUTTONS,NO,EMBROIDERED,N/A,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,VELVET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPUMA COMPLETO,N/A,N/A,N/A,IN HOUSE,HOMBRERA BORDADA,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,0.61MT,,x,TERMINADO,,x,x,,,,,,,,,,,,,,,PROGRAMACION,"Top de margarita, que las mangas quede mas como el referente, mas caida la manga, para bordado que la hombrera sea mas manejable, el top esta quedando muy justo en capacidad, montar cuello y lo vemos en la medicion",,,,,,,,,,,,APROBADO ESDTE TOP.. MEJOREMOS LAS TERMINACIONES DEL RUEDO PUEDE EMBOMBAR UN POCO CON CINTA VELVET INTERNO Y @⁨JO Kim⁩ COLGUEMOSLE LOS FLECOS,,,,,,,,,,,,,,,,,,,,,OK,13790,OK,,,,,,,,,,,,,,,,,,4,4,3,1,0,0,0,,,,,,12,,Referencia continua a producción,12,X,4,4,3,1,0,0,0,,,,,,12
88,,MD03940,PT04268,,,,#N/A,#N/A,,CANCELADO CORTADO,MARGARITA,,,,OUTWEAR,,OW, 0-2-4-6-8-10-12 ,,,,,,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,VELVET,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
89,,MD03941,PT04269,,,,#N/A,#N/A,,CANCELADO CORTADO,MARIA DEL MAR,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,,,TEN0007481,,"CUERO GAMUZA DE BECERRO, PELES, COL. NEGRA",N/A,LEATHER,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,"Organizar el drapeado de falda.

Pendiente revisar si se hace en gamo nuevo",,,,,,,,CANCELADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
90,,MD03986,PT04273,,,,,PT01615,OLD LOVE TOP FW23,CANCELADO CORTADO,MARGARITA,,,,TOPS,TOP,TP, XS-S-M-L-XL ,,,,,,TE00010057,,SOLID LYCRA WITH LUREX METALLICA CAPRI 19 VAR 38,1.45,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,CANCELADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
91,,MD03942,PT04270,,,,,PT03840,FLUVIAL ADVENTURE MINI DRESS SS26,CANCELADO CORTADO,YAMILET,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00007549,,VELVET FLOWER LACE 017S0G90050 STYLEM 350 CAMEL,,,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"SE CONVIERTE EN VESTIDO DE BOLEROS COMO EL VERDE  DE FF26

SE CANCELA X TELA QUE ESTA DESCONTINUADA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
92,,MD03943,PT04271,LIVING POWER MIDI DRESS,BLACK,0002,N/A,N/A,N/A,APROBADO,BURGOS,,,,DRESSES,MIDI,DS, 0-2-4-6-8-10-12 ,MIDI 92CM,BACK BUTTONS,SI,N/A,N/A,TE00006469,,CREPE BIRDS 177 001 NEGRO,"1,44",CREPE BIRDS,,#N/A,#N/A,#N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,3.08MT,,X,TERMINADO CANCELADO,,,x,,,,,,,,,,,,,,,,PROGRAMACION,,,,,Sacarle manguita larga a este vestido de birds que sale desde adentro,,,,,,,,,,,,QUEDA SIN PLUMAS,,,,,,,,,,,,,,,,OK,13755,ok,,,,,,,,,,,,,,,,,,2,5,7,6,2,2,2,,,,,,26,,Referencia continua a producción,26,X,2,5,7,6,2,2,2,,,,,,26
93,,MD03944,PT04274,DEVORE RELATOS DE MI TIERRA MAXI SKIRT,BLACK / GOLD,5602,,PT03538,GREEN/YELLOW RELATOS DE MI TIERRA MAXI SKIRT RS26,CANCELADO POR COMERCIAL,CLAUDIA,,,,SKIRTS,MAXI,SK, 0-2-4-6-8-10-12 ,FLATS 112CM,BACK ZIPPER,NO,WITH SLIP SKIRT,N/A,TE00011499,,"VISCOSE DEVORE, ART.FNC.583 - ARGOMENTI, COL.BLACK/GOLD",1.35,VELVET DEVORE,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",N/A,N/A,,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,"3,93 MT
MOD DE ARTE",,,X,"2,88 MT",,X,#N/A,,,,,,,,,,,,,,,,,,,PROGRAMACION,,SE DEBE FORRAR HASTA EL SEGUNDO TIEMPO DE LA FALDA,,,,,,va a tener enagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
94,,MD03945,PT04275,HIDDEN FLOWER ANKLE DRESS,WINE,0936,N/A,N/A,N/A,APROBADO,BURGOS,,,,DRESSES,ANKLE,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,BACK ZIPPER AND BUTTOM,NO,EMBROIDERED,N/A,TE00012293,,"PRTD SILK 17mm, art.090517/2JDPA QUETZAL DBL Vision-FASAC, FW26 FANTASY MAGNOLIA WINE RED 50CM",1.36,TWILL,TE00012346,,"SOLID SILK CDC - SAISILKS, COLOR 3143 WINE",1.1,N/A,N/A,SI,N/A,N/A,ESPUMA SOLO EN TOP,N/A,N/A,N/A,IN HOUSE,BORDADO CON TECNICA BOSQUECITO EN ESCOTE Y CINTURA,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"3,90 MT
MOD DE ARTE",,X,TERMINADO,,x,x,,,,,,,,,,,,,,,,PROGRAMACION,,,,,MEDIDO SE ESPERA PARA REMEDIR,,REMEDIR ,,,,,,,TERMINAR,,,,,,,,,,,,,,,,,,,OK,13752,ok,,,,,,,,,,,,,,,,,,3,6,8,6,6,0,0,,,,,,29,,Referencia continua a producción,29,X,3,6,8,6,6,0,0,,,,,,29
95,,MD03946,PT04276,EFFORTLESS MUSE MAXI DRESS,BLACK,0002,N/A,N/A,N/A,APROBADO,YAMILET,,,,DRESSES,MAXI,DS, 0-2-4-6-8-10-12 ,FLATS 112CM,BACK ZIPPER AND BUTTOM,NO,WITH SLIP DRESS,N/A,TE00008826,,SATIN DEVORÉ ART.4847 OSTINELLI FW23 CUBA NATIVA BLACK/BLACK,1.40,VELVET DEVORE,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",N/A,N/A,SI,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"3,67 MT",,X,#N/A,,,X,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,"CAMBIA EL DRAPEADO EN EL DELANTERO Y REALIZAR EN EL POSTERIOR TAMBIEN, AGREGARLE MANGAS, CAMBIA EL ESCOTE POSTERIOR CRUZADO.",,,,,,"HACER SLIP DRESS, QUEDA SIN HOMBRERAS",,,,,,,,,,,,,,,,,,,,,OK,13753,ok,,,,,,,,,,,,,,,,,,2,3,3,4,1,1,0,,,,,,14,,Referencia continua a producción,14,X,2,3,3,4,1,1,0,,,,,,14
96,,MD03947,PT04277,PLAYFUL GRACE ANKLE DRESS,BLACK / ECRU,5202,N/A,N/A,N/A,APROBADO,MARIA DEL MAR,,,,DRESSES,ANKLE,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,SLIP ON,ONLY THE TOP,N/A,N/A,TE00012288,,"PRTD SHINY JERSEY,art.091528/2JD VALTROMP DBL VISION-FASAC,FW26 ONEIRIC FLORALBLACK ECRU 36CM",1.30,SHINY JERSEY,TEN0003152,,LYCRA BAHIA 33474 COL194006 NEGRO,"1,56",SI,,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"4,68 MT
UBICACION EN TRAZO",,X,#N/A,,,X,,,,,,,,,,,,,,,,PROGRAMACION,,,,"Se elimina capa

Botones de Palmita

Hombreras OK",,,HACER DRAPEADO DEL LABORATORIO,,CORTAR COMO EL LAB DEL ESCOTE CRUZADO,,,,,,,,,,,,,,,,,,,,,,,,OK,13791,OK,,,,,,,,,,,,,,,,,,17,31,35,33,24,14,8,,,,,,162,,Referencia continua a producción,162,X,17,31,35,33,24,14,8,,,,,,162
97,,MD03948,PT04278,LUMINOUS SPIRIT MAXI SKIRT,ROSE GOLD,2229,N/A,N/A,N/A,CANCELADO POR COMERCIAL,FER,,,,SKIRTS,MAXI,SK, 0-2-4-6-8-10-12 ,FLATS 112CM,BACK ZIPPER,NO,EMBROIDERED FABRIC,N/A,TE00010673,,"SEQUIN GEORGETTE STRIPES - ART.EMB A 08353-VG/14 , VENTURES, COL.NUDE/ROSE GOLD",0.95,SEQUINS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPUMA COMPLETO,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,realizar pequeñas alforzas sin que se mire que engorda en delantero y posterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
98,,MD03949,PT04435,DIVINE EASE MAXI DRESS,BLACK,0002,N/A,N/A,N/A,CANCELADO POR COMERCIAL,BURGOS,,,,DRESSES,MAXI,DS, XS-S-M-L-XL ,FLATS 112CM,BACK BUTTONS,NO,WITH SLIP DRESS,N/A,TE00008826,,SATIN DEVORÉ ART.4847 OSTINELLI FW23 CUBA NATIVA BLACK/BLACK,1.40,VELVET DEVORE,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",N/A,,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"3,92 MT",,X,TERMINADO,,,X,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,HACERLE GOITA AL ESCOTE… Y EL SLIP DRESS QUE SEA EN NUDE PARA QUE SE VEA TRANSPARENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
99,,MD03950,PT04280,,,,N/A,N/A,N/A,CANCELADO CORTADO,CLAUDIA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,MIDI 92CM,,,,,TE00012329,,"PRINTED TWILL, art.MENTON - LISA, ART FW26 HIDDEN PARADISE GREEN YELLOW",1.48,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,"VELVET NEGRO EN CINTURA 
CAMBIA EL ESCOTE POSTERIOR 

AGREGARLE EL DRAPEADO COMO EL DE BURGOS
AGREGAR NESGA",,,,"LARGO 92 MIDI 

VELVET EN CINTURA 

CERRAR ESCOTE DE ESPALDA LATERAL IZQUIERDO",,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
100,,MD03951,PT04281,,,,N/A,N/A,N/A,CANCELADO CORTADO,YAMILET,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00008580,,VELVET DEVORÉ HONEYCOMB GREEN/GOLD,"1,18",,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"BASE EN CDC NUDE 
HOMBRERA 
TERMINACIONES EN VELVET TONO A TONO  PARA QUE NO PIQUE
BAJARLE UN POQUITO AL ESCOTE 2 CM

SE CANCELA Y SE REPROGRAMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
101,,MD03952,PT04282,,,,N/A,N/A,N/A,CANCELADO CORTADO,MARIA DEL MAR,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TEN0007288,,RIB LENNON COL830011 BLACK,"1,67",RIB LENON,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,SE CANCELA SE CREA FICHA 125 CON OTRA BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
102,,MD03953,PT04283,VELVET TEE,,,N/A,N/A,N/A,JUST FOR SHOW,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TEN0007288,,RIB LENNON COL830011 BLACK,"1,67",,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,JUST FOR SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
103,,MD03954,PT04284,,,,#N/A,#N/A,,CANCELADO CORTADO,CLAUDIA,,,,TOPS,,TP, 0-2-4-6-8-10-12 ,,,,,,TE00002773,,MAYA BORADADA DEV 4TULLE MULTICOLOR,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"BASE Y CUELLO
ELIMINAR VELVET EN CUELLO",,,,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
104,,MD03955,PT04285,VELVET DREAMS,,,N/A,N/A,N/A,CANCELADO CORTADO,OSMAN,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00008807,,EMBROIDERY VELVET 81575 FADA TESSTI BLACK,,EMBROIDERED VELVET,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANCELADO ,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"LARGO 95 

QUITRALE VOLUMNE   ATRAS EN LA PARTE INFERIOR. 

PIEZA DEL TOP SOBREPUESTA,  SOLO RONDELAS EN LA PARTE DEL ESCOTE.",,,,,,,,SE CONVIERTE EN FALDA,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
105,,MD03956,PT04286,,,,#N/A,#N/A,,CANCELADO CORTADO,OSMAN,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00009837,,"JACQUARD FILCOUPE LAME, ART. 110-13628 -FI OSTINELLI, FW24 METALLIC BLACK/TURQUOISE",1.59,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,CAMBIA DE FALDA A VESTIDO,,OK,,,,,,PARADA POR EL MOMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
106,,MD03957,PT04287,,,,#N/A,#N/A,,CANCELADO PAQUETE COMPLETO,YAMILET,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,,,TE00009045,,"LEAVES GUIPURE, PREVIEW, SILVER METALLIC SEQUINS",,GUIPURE METALLIC SEQUINS,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,OK,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
107,,MD03958,PT04288,GILDED SMILE TOP,,,N/A,N/A,N/A,JUST FOR SHOW,YAMILET,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,,,N/A,N/A,TE00010165,,"LIGHT CHANTILLY, ART. 371Q17 SOLSTIS, COL. G131 BLACK",1.31,-,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,Se convierte en top,,,,,,,,,,,,,,,,SE CANCELO PARA SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
108,,MD03959,PT04289,,,,N/A,N/A,N/A,CANCELADO CORTADO,YAMILET,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00012391,,"ENGRAVED JACQUARD, MATELASSE ARABESQUE art.LS81626 - RATTI, FW26 FANTASY GARDEN EGGPLANT RED",,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"Forro tira tela de lucir (revisar confección)

Cambia la ubicación del print ( referente foto) 

drapeado en centro delantero",,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
109,,MD03960,PT04290,,,,,PT01256,RELICS OF PASSION MAXI DRESS SS23,CANCELADO CORTADO,CLAUDIA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00012347,,"SOLID SILK FAILLE ART. 1319F - TARONI, COLOR 1949 SOFT PINK",,TAFETTA,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,Pendiente definir si lleva tiras e insumo de hoja,,,REMEDIR ,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
110,,MD03961,PT04291,CHOCOLATE DARK PETALS PANT,CHOCOLATE,0016,N/A,N/A,N/A,APROBADO,FER,,,,PANTS,PANT,PS, 0-2-4-6-8-10-12 ,PANTS 110 CM,BACK ZIPPER,NO,N/A,N/A,TE00012217,,"SOLID TRIACETATE CREPPE SATIN, SAISILKS - COL.90600 CHOCOLATE",1.37,TRIACETATE CREPPE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,REPETIR FOTO,,,,,,,,,,,,X,"1,93 MT",,X,#N/A,,,X,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13754,ok,,,,,,,,,,,,,,,,,,13,23,28,26,17,12,5,,,,,,124,,Referencia continua a producción,124,X,13,23,28,26,17,12,5,,,,,,124
